metric_type,metric_name,value
torque_average,mean,-1.1866648213804327
torque_average,max,30.54233622091057
torque_average,min,-61.57937205523041
torque_average,sum,-1719.477326180247
torque_average,std,15.785627041614664
torque_average,joint_0_mean,3.106529061732721
torque_average,joint_0_max,30.54233622091057
torque_average,joint_0_min,-12.347457166564313
torque_average,joint_1_mean,-33.99180904705642
torque_average,joint_1_max,-10.28474852264219
torque_average,joint_1_min,-61.57937205523041
torque_average,joint_2_mean,3.3266215590926955
torque_average,joint_2_max,30.530295704584205
torque_average,joint_2_min,-7.994892812709962
torque_average,joint_3_mean,15.888641543107925
torque_average,joint_3_max,26.779449515878284
torque_average,joint_3_min,3.7677622973220153
torque_average,joint_4_mean,1.4019296594658708
torque_average,joint_4_max,7.447177050645708
torque_average,joint_4_min,-2.845799960556663
torque_average,joint_5_mean,1.5619227131312061
torque_average,joint_5_max,9.430949693066115
torque_average,joint_5_min,-8.59087527979272
torque_average,joint_6_mean,0.399510760862976
torque_average,joint_6_max,6.073970298003596
torque_average,joint_6_min,-4.403826283735754
torque_current,mean,-1.1883059233924345
torque_current,max,34.55933310709587
torque_current,min,-68.08483436122127
torque_current,sum,-1721.8552829956375
torque_current,std,16.063170491845554
torque_current,joint_0_mean,3.1675563709536227
torque_current,joint_0_max,31.204678740529424
torque_current,joint_0_min,-13.752793829186277
torque_current,joint_1_mean,-34.050490635224456
torque_current,joint_1_max,-8.835042051949472
torque_current,joint_1_min,-68.08483436122127
torque_current,joint_2_mean,3.391353092866837
torque_current,joint_2_max,30.53555917289952
torque_current,joint_2_min,-8.880867622644896
torque_current,joint_3_mean,15.855658514802322
torque_current,joint_3_max,34.55933310709587
torque_current,joint_3_min,-4.037615269051393
torque_current,joint_4_mean,1.3977615683025513
torque_current,joint_4_max,8.430329731709161
torque_current,joint_4_min,-3.2094573770085946
torque_current,joint_5_mean,1.5316398297376848
torque_current,joint_5_max,12.0
torque_current,joint_5_min,-12.0
torque_current,joint_6_mean,0.38837979481439866
torque_current,joint_6_max,6.109012449037187
torque_current,joint_6_min,-4.443323615286387
velocity,mean,0.04875541264604569
velocity,max,0.7312719698024651
velocity,min,-0.8233738040104662
velocity,sum,70.6465929241202
velocity,std,0.22728584766031962
velocity,joint_0_mean,-0.00010920452050096482
velocity,joint_0_max,0.2116105665889897
velocity,joint_0_min,-0.2675119309053184
velocity,joint_1_mean,0.10792472799299656
velocity,joint_1_max,0.6084518337128108
velocity,joint_1_min,-0.42516481582499865
velocity,joint_2_mean,0.014501144851686501
velocity,joint_2_max,0.18697695664817646
velocity,joint_2_min,-0.17955359534601786
velocity,joint_3_mean,0.09118477344803218
velocity,joint_3_max,0.7270576067840597
velocity,joint_3_min,-0.3346118622148934
velocity,joint_4_mean,0.07171475207548388
velocity,joint_4_max,0.7312719698024651
velocity,joint_4_min,-0.5023212610671572
velocity,joint_5_mean,-0.008426728147565116
velocity,joint_5_max,0.6374799330888151
velocity,joint_5_min,-0.62750569407385
velocity,joint_6_mean,0.06449842282218676
velocity,joint_6_max,0.6993436462902684
