metric_type,metric_name,value
torque_average,mean,-1.2740284065934624
torque_average,max,33.05496513809193
torque_average,min,-59.83303367619301
torque_average,sum,-2042.2675357693201
torque_average,std,15.401079255351279
torque_average,joint_0_mean,1.8411497776191368
torque_average,joint_0_max,33.05496513809193
torque_average,joint_0_min,-13.159522024642136
torque_average,joint_1_mean,-32.944363409364165
torque_average,joint_1_max,-3.9350654392298265
torque_average,joint_1_min,-59.83303367619301
torque_average,joint_2_mean,1.935707735585213
torque_average,joint_2_max,30.382306681157683
torque_average,joint_2_min,-8.096208581059944
torque_average,joint_3_mean,16.26537916426314
torque_average,joint_3_max,28.375166258302375
torque_average,joint_3_min,1.6328525537616712
torque_average,joint_4_mean,1.0580016304548912
torque_average,joint_4_max,8.489552999354025
torque_average,joint_4_min,-1.9888545177432113
torque_average,joint_5_mean,2.242701254393305
torque_average,joint_5_max,9.832979033370071
torque_average,joint_5_min,-6.505856453044874
torque_average,joint_6_mean,0.6832250008942419
torque_average,joint_6_max,7.5438448059369465
torque_average,joint_6_min,-2.2752709412245453
torque_current,mean,-1.2552298445263015
torque_current,max,36.203237916305724
torque_current,min,-68.14933381303283
torque_current,sum,-2012.1334407756613
torque_current,std,15.93506580269083
torque_current,joint_0_mean,1.8972497708298397
torque_current,joint_0_max,34.83641609313502
torque_current,joint_0_min,-14.482463284636893
torque_current,joint_1_mean,-32.9275278456969
torque_current,joint_1_max,0.3299734769933435
torque_current,joint_1_min,-68.14933381303283
torque_current,joint_2_mean,1.986709586538904
torque_current,joint_2_max,34.22942836539415
torque_current,joint_2_min,-8.709834300622305
torque_current,joint_3_mean,16.272338112946073
torque_current,joint_3_max,36.203237916305724
torque_current,joint_3_min,-2.961495869824516
torque_current,joint_4_mean,1.0594203487986533
torque_current,joint_4_max,8.493523805109565
torque_current,joint_4_min,-3.447646975780147
torque_current,joint_5_mean,2.241605720104147
torque_current,joint_5_max,12.0
torque_current,joint_5_min,-8.803049892599967
torque_current,joint_6_mean,0.6835953947951766
torque_current,joint_6_max,8.6442961158806
torque_current,joint_6_min,-2.839790438465708
velocity,mean,0.04953576531860017
velocity,max,0.9755287975024712
velocity,min,-0.9396472476804916
velocity,sum,79.40583180571608
velocity,std,0.20820585160414676
velocity,joint_0_mean,0.0008461301245588141
velocity,joint_0_max,0.12314646904434001
velocity,joint_0_min,-0.3151302944645339
velocity,joint_1_mean,0.09026253382999481
velocity,joint_1_max,0.46768354680009544
velocity,joint_1_min,-0.371203566822449
velocity,joint_2_mean,0.020064016402809196
velocity,joint_2_max,0.2338129479864869
velocity,joint_2_min,-0.16819796200137813
velocity,joint_3_mean,0.0702587313897523
velocity,joint_3_max,0.405809636807752
velocity,joint_3_min,-0.2713662824066622
velocity,joint_4_mean,0.08530717075230881
velocity,joint_4_max,0.9755287975024712
velocity,joint_4_min,-0.297679982101519
velocity,joint_5_mean,0.030225587172042177
velocity,joint_5_max,0.4749142397640432
velocity,joint_5_min,-0.5532522624112437
velocity,joint_6_mean,0.049786187558735054
