metric_type,metric_name,value
torque_average,mean,-0.8254236000767762
torque_average,max,27.02344342182524
torque_average,min,-60.52032943911963
torque_average,sum,-1288.4862397198476
torque_average,std,13.82888540023318
torque_average,joint_0_mean,2.2246732117580725
torque_average,joint_0_max,13.68367938049359
torque_average,joint_0_min,-8.098548688788586
torque_average,joint_1_mean,-27.837219799624748
torque_average,joint_1_max,8.615265862810102
torque_average,joint_1_min,-60.52032943911963
torque_average,joint_2_mean,3.949068304273926
torque_average,joint_2_max,21.88203444350676
torque_average,joint_2_min,-5.448534228185084
torque_average,joint_3_mean,15.01288227858591
torque_average,joint_3_max,27.02344342182524
torque_average,joint_3_min,-10.424745102707293
torque_average,joint_4_mean,-0.3225843539612264
torque_average,joint_4_max,3.374851713394288
torque_average,joint_4_min,-7.882885098792034
torque_average,joint_5_mean,2.5068792214842364
torque_average,joint_5_max,12.0
torque_average,joint_5_min,-6.099260765778327
torque_average,joint_6_mean,-1.3116640630536027
torque_average,joint_6_max,3.913115794326859
torque_average,joint_6_min,-9.044889422417379
torque_current,mean,-0.8404519234303326
torque_current,max,30.22406386142797
torque_current,min,-65.41790193124895
torque_current,sum,-1311.9454524747491
torque_current,std,14.28129511418721
torque_current,joint_0_mean,2.2227350677330606
torque_current,joint_0_max,15.03608934437772
torque_current,joint_0_min,-10.193710389593011
torque_current,joint_1_mean,-27.89746826654215
torque_current,joint_1_max,9.206563649346055
torque_current,joint_1_min,-65.41790193124895
torque_current,joint_2_mean,3.9594844924925017
torque_current,joint_2_max,22.418278064471252
torque_current,joint_2_min,-8.093312516991949
torque_current,joint_3_mean,14.982786925548778
torque_current,joint_3_max,30.22406386142797
torque_current,joint_3_min,-11.658209494072612
torque_current,joint_4_mean,-0.3254724832609251
torque_current,joint_4_max,3.7379998154328926
torque_current,joint_4_min,-8.000732948539921
torque_current,joint_5_mean,2.4862854980010654
torque_current,joint_5_max,12.0
torque_current,joint_5_min,-9.57467872989021
torque_current,joint_6_mean,-1.311514697984651
torque_current,joint_6_max,4.826524004336974
torque_current,joint_6_min,-11.883186024693222
velocity,mean,0.0015222163961347995
velocity,max,0.6658724874438656
velocity,min,-0.9863219504378881
velocity,sum,2.376179794366422
velocity,std,0.24149360875847134
velocity,joint_0_mean,-0.0035973879744700043
velocity,joint_0_max,0.15466239427846928
velocity,joint_0_min,-0.18316911750555687
velocity,joint_1_mean,0.06308327086288693
velocity,joint_1_max,0.47808247724043623
velocity,joint_1_min,-0.39963916817403183
velocity,joint_2_mean,0.020992205463258168
velocity,joint_2_max,0.2430888622915207
velocity,joint_2_min,-0.2524971064405409
velocity,joint_3_mean,0.04264313862483616
velocity,joint_3_max,0.5521157970331881
velocity,joint_3_min,-0.4757257554738003
velocity,joint_4_mean,0.036007004794453484
velocity,joint_4_max,0.5295339440052078
velocity,joint_4_min,-0.30845833771821296
velocity,joint_5_mean,0.0310833083905504
velocity,joint_5_max,0.6658724874438656
velocity,joint_5_min,-0.6297436895437234
velocity,joint_6_mean,-0.17955602538857154
velocity,joint_6_max,0.3803127353246995
velocity,joint_6_min,-0.9863219504378881
acceleration,mean,-0.03750383262305415
acceleration,max,3.5202636899416926
acceleration,min,-4.314285528979665
acceleration,sum,-58.543482724587534
acceleration,std,0.8204363694089447
acceleration,joint_0_mean,-0.013882299762484954
acceleration,joint_0_max,0.6153012120260724
acceleration,joint_0_min,-0.5943646582300531
acceleration,joint_1_mean,-0.13475522838331158
acceleration,joint_1_max,2.824825299981835
acceleration,joint_1_min,-4.314285528979665
acceleration,joint_2_mean,-0.09472440006935658
acceleration,joint_2_max,2.578877814027428
acceleration,joint_2_min,-1.5201123004092303
acceleration,joint_3_mean,-0.05533725435290213
acceleration,joint_3_max,2.834365452386084
acceleration,joint_3_min,-2.574890734704713
acceleration,joint_4_mean,-0.09040917358551671
acceleration,joint_4_max,2.7250044770769657
acceleration,joint_4_min,-2.058093499998349
acceleration,joint_5_mean,-0.16017010151635191
acceleration,joint_5_max,2.1786135876870185
acceleration,joint_5_min,-2.79885785700561
acceleration,joint_6_mean,0.2867516293085448
acceleration,joint_6_max,3.5202636899416926
acceleration,joint_6_min,-3.552753544341798
kinematic_jerk_delta,mean,-0.07034669730483141
kinematic_jerk_delta,max,72.41419801781728
kinematic_jerk_delta,min,-98.47952922359863
kinematic_jerk_delta,sum,-109.81119449284182
kinematic_jerk_delta,std,16.43162420257525
kinematic_jerk_delta,joint_0_mean,-0.04818877731306614
kinematic_jerk_delta,joint_0_max,15.058640936153008
kinematic_jerk_delta,joint_0_min,-12.899900971589298
kinematic_jerk_delta,joint_1_mean,-0.38693143757665266
kinematic_jerk_delta,joint_1_max,52.38937744895794
kinematic_jerk_delta,joint_1_min,-75.2888841730697
kinematic_jerk_delta,joint_2_mean,-0.03700197415621066
kinematic_jerk_delta,joint_2_max,48.36374912561453
kinematic_jerk_delta,joint_2_min,-46.6886988357526
kinematic_jerk_delta,joint_3_mean,0.16672300512664373
kinematic_jerk_delta,joint_3_max,72.41419801781728
kinematic_jerk_delta,joint_3_min,-49.528170348399144
kinematic_jerk_delta,joint_4_mean,-0.04598404117428234
kinematic_jerk_delta,joint_4_max,55.232854722452295
kinematic_jerk_delta,joint_4_min,-31.84990020799182
kinematic_jerk_delta,joint_5_mean,-0.2510186418839109
kinematic_jerk_delta,joint_5_max,43.613009793095046
kinematic_jerk_delta,joint_5_min,-64.34628856844606
kinematic_jerk_delta,joint_6_mean,0.109974985843658
kinematic_jerk_delta,joint_6_max,48.077743162121074
kinematic_jerk_delta,joint_6_min,-98.47952922359863
kinematic_jerk_gradient,mean,-0.1533834845893739
kinematic_jerk_gradient,max,54.018835414928475
kinematic_jerk_gradient,min,-99.40113668223759
kinematic_jerk_gradient,sum,-239.43161944401265
kinematic_jerk_gradient,std,11.612188326135337
kinematic_jerk_gradient,joint_0_mean,-0.09851796682635136
kinematic_jerk_gradient,joint_0_max,7.436737165195426
kinematic_jerk_gradient,joint_0_min,-11.963034594870711
kinematic_jerk_gradient,joint_1_mean,-0.7305383800187022
kinematic_jerk_gradient,joint_1_max,33.54481708511341
kinematic_jerk_gradient,joint_1_min,-99.40113668223759
kinematic_jerk_gradient,joint_2_mean,-0.1264106087294575
kinematic_jerk_gradient,joint_2_max,24.583149043267394
kinematic_jerk_gradient,joint_2_min,-25.668729730454036
kinematic_jerk_gradient,joint_3_mean,0.30580377936031
kinematic_jerk_gradient,joint_3_max,54.018835414928475
kinematic_jerk_gradient,joint_3_min,-35.76183506845848
kinematic_jerk_gradient,joint_4_mean,-0.05533955348106856
kinematic_jerk_gradient,joint_4_max,33.878960085596646
kinematic_jerk_gradient,joint_4_min,-22.72207292231289
kinematic_jerk_gradient,joint_5_mean,-0.43253619525416837
kinematic_jerk_gradient,joint_5_max,28.134495269683917
kinematic_jerk_gradient,joint_5_min,-37.23901268818263
kinematic_jerk_gradient,joint_6_mean,0.06385453282381924
kinematic_jerk_gradient,joint_6_max,47.49672890749043
kinematic_jerk_gradient,joint_6_min,-60.03436883318284
actuator_jerk_delta,mean,-0.5992051069098192
actuator_jerk_delta,max,831.4750288852094
actuator_jerk_delta,min,-475.94748705788817
actuator_jerk_delta,sum,-935.3591718862278
actuator_jerk_delta,std,140.57806496564606
actuator_jerk_delta,joint_0_mean,-0.09771029953190967
actuator_jerk_delta,joint_0_max,167.6663849811527
actuator_jerk_delta,joint_0_min,-199.09289815322325
actuator_jerk_delta,joint_1_mean,-4.248878187042501
actuator_jerk_delta,joint_1_max,831.4750288852094
actuator_jerk_delta,joint_1_min,-475.94748705788817
actuator_jerk_delta,joint_2_mean,0.3964176512608736
actuator_jerk_delta,joint_2_max,216.13145718168497
actuator_jerk_delta,joint_2_min,-286.7994468258384
actuator_jerk_delta,joint_3_mean,0.44141717133946995
actuator_jerk_delta,joint_3_max,521.4061072024809
actuator_jerk_delta,joint_3_min,-291.70973964869415
actuator_jerk_delta,joint_4_mean,-0.10167901087195229
actuator_jerk_delta,joint_4_max,131.20063709372633
actuator_jerk_delta,joint_4_min,-102.01512328023836
actuator_jerk_delta,joint_5_mean,-0.5969772277348165
actuator_jerk_delta,joint_5_max,233.64617484897715
actuator_jerk_delta,joint_5_min,-261.06149714074814
actuator_jerk_delta,joint_6_mean,0.01297415421209922
actuator_jerk_delta,joint_6_max,172.81613425583345
actuator_jerk_delta,joint_6_min,-297.65787218019926
actuator_jerk_gradient,mean,-0.7499579987729655
actuator_jerk_gradient,max,348.28442277694484
actuator_jerk_gradient,min,-473.819417535336
actuator_jerk_gradient,sum,-1170.6844360845992
actuator_jerk_gradient,std,72.50020304018572
actuator_jerk_gradient,joint_0_mean,-0.11729786617770681
actuator_jerk_gradient,joint_0_max,120.82502723466968
actuator_jerk_gradient,joint_0_min,-108.90300806055104
actuator_jerk_gradient,joint_1_mean,-2.712629308807148
actuator_jerk_gradient,joint_1_max,348.28442277694484
actuator_jerk_gradient,joint_1_min,-473.819417535336
actuator_jerk_gradient,joint_2_mean,0.4431263874803701
actuator_jerk_gradient,joint_2_max,120.13984207459166
actuator_jerk_gradient,joint_2_min,-125.63092723401945
actuator_jerk_gradient,joint_3_mean,-1.6061896157143025
actuator_jerk_gradient,joint_3_max,181.70672311279787
actuator_jerk_gradient,joint_3_min,-332.89700082608493
actuator_jerk_gradient,joint_4_mean,-0.19033065128081744
actuator_jerk_gradient,joint_4_max,45.67731810975188
actuator_jerk_gradient,joint_4_min,-37.84490507502375
actuator_jerk_gradient,joint_5_mean,-1.0840640807877389
actuator_jerk_gradient,joint_5_max,117.45653607256067
actuator_jerk_gradient,joint_5_min,-263.901880228803
actuator_jerk_gradient,joint_6_mean,0.017679143876588112
actuator_jerk_gradient,joint_6_max,77.28892510264521
actuator_jerk_gradient,joint_6_min,-114.75898462624244
energy_draw,mean,0.18001863500035895
energy_draw,max,1.1215300977092493
energy_draw,min,0.0
energy_draw,sum,40.144155605080044
energy_draw,std,0.24220044590897408
energy_regen,mean,0.0877847604210099
energy_regen,max,0.5372977023342771
energy_regen,min,0.0
energy_regen,sum,19.576001573885208
energy_regen,std,0.13276245507253875
energy_net,mean,0.09223387457934905
energy_net,max,1.1215300977092493
energy_net,min,-0.5372977023342771
energy_net,sum,20.568154031194837
energy_net,std,0.32847025887443937
